Source,Target,Score,Title,Author,Year,Subject
34961,130253,0.8023,Biodeterioration of concrete sewer pipes: a practical analytical model,"Hudon, Emilie",2015,Engineering - Civil
34961,95010,0.7989,Biopile bioremediation of petroleum hydrocarbon contaminated soils from a sub-Arctic site,"Snelgrove, Jessica",2010,Engineering - Civil
34964,34964,1,Worry and the traditional stress model,"Gagné, Marie-Anik.",1998,Women -- Health and hygiene -- Sociological aspects.
34964,110372,0.8616,Mental illness: measuring worker attitudes in residential settings: the stigma factor,"Novak, Amanda Lynn",2012,Social Sciences - Social Work
34964,121362,0.8536,"Physiological, neural and affective responses to social evaluative stress in men and women: a question of context and menstrual cycle phases","Duchesne, Annie",2014,Biology - Neuroscience 
34964,145328,0.8396,Knowledge and beliefs about mental health and their impact on attitudes and help-seeking behaviour,"Cawley-Fiset, Elizabeth",2017,Psychiatry
34964,42029,0.8345,Depressive styles in adolescence : investigating psychosocial adjustment and daily mood regulation,"Fichman, Laura.",1997,Depression in adolescence.
34964,106337,0.8344,The influence of somatic symptoms in assessing symptoms of depression: do physical health and gender matter?,"Delisle, Vanessa",2012,Psychology - General
33978,33978,1,Minor elements in copper smelting and electrorefining,"Larouche, Pascal.",2001,"Engineering, Metallurgy."
33978,114216,0.8372,Isotope labelling studies on the reactivity of n-alpha and n-epsilon of lysine in the presence of glucose and its degredation products,"Nikolov, Plamen",2013,Agriculture - Food Science and Technology
33978,123130,0.8143,Multi-scale investigations of carboxymethyl cellulose- coated nanoscale zero valent iron particle transport in porous media,"Li, Jing",2014,Health And Environmental Sciences - Environmental Sciences
33978,30336,0.8111,Determination of an alternative to benzo(a)pyrene as an indicator of exposure to polycyclic aromatic hydrocarbons in the vicinity of Süderberg aluminum smelters,"Aubin, Simon.",1999,"Chemistry, Organic."
33978,80865,0.8103,Characterization of nickel hydroxide sludge using the variable pressure SEM,"Robertson, Kevin",2004,"Engineering, Environmental."
33978,104690,0.8094,The synthesis of nano titania particles using a DC transferred arc plasma reactor,"Liao, Xiaohong",2011,Engineering - Chemical
34966,34966,1,Molecular studies using amastigote-specific genes in Leishmania,"Ghedin, Elodie.",1997,Leishmania -- Genetics.
34966,33792,0.9239,Peroxidoxin gene expression in Leishmania,"Khan, Mahmood Ali, 1962-",2001,Leishmania -- Genetics.
34966,32742,0.8959,Involvement of tyrosine phosphorylation during Leishmania donovani differentiation,"Abourjeily, Nay.",2001,Leishmania -- Genetics.
34966,110459,0.8661,«Leishmania» parasites and the host macrophage: Interaction via secretion,"Hassani, Kasra",2012,Biology - Microbiology
34966,103174,0.8654,Involvement of tyrosine phosphatases in Leishmania differentiation and virulence,"Nascimento, Mirna G.",2007,"Biology, Molecular."
34966,28706,0.8625,Developmental expression in Leishmania donovani : cloning and analysis of amastigote stage-specific-genes,"Charest, Hugues",1995,Leishmania -- Genetics.
34970,34970,1,Adherence to screening mammography guidelines by recently-licensed family physicians,"Haggerty, Jean L.",1998,"Health Sciences, Public Health."
34970,117097,0.7927,"Adherence to adjuvant endocrine therapy in seniors with breast cancer, predictors and challenges","Trabulsi, Nora",2013,Health Sciences - Epidemiology
34970,30731,0.7529,The use of endovaginal sonography and Doppler ultrasound in the detection of endometrial carcinoma in women presenting with postmenopausal bleeding ,"Reinhold, Caroline.",1999,"Health Sciences, Obstetrics and Gynecology."
34970,103554,0.7479,Improving breast reconstruction outcomes: an evidence-based analysis,"Tahiri Hassani, Youssef",2011,Health Sciences - Medicine and Surgery 
34970,29873,0.7414,Effect of delay in initiating radiotherapy in patients with early-stage breast cancer : results of a natural experiment,"Benk, Véronique.",1999,"Health Sciences, Radiology."
34970,150893,0.7335,Medium to long-term outcomes of bariatric surgery in older adults with super obesity,"Elbahrawy, Aly",2018,UMIC code is not required - UMIC code is not required
34973,34973,1,Novel effects of interleukin-2 on signals generated through the abTcRCD3 complex,"Haughn, Loralee J.",1997,"Biology, Cell."
34973,111926,0.8946,Role of CD3 delta in T cell development,"Pan, Qinghua.",2005,"Biology, Cell."
34973,101737,0.8835,TGF-beta1 selectively induces Foxp3 transcription factor and regulatory functions in CD4+CD25⁻CD45RBLow T cell population,"Pyzik, Michal.",2006,"Biology, Cell."
34973,81422,0.8826,La souris B7.2 transgénique: un modèle pour l'étude de l'homéostasie des lymphocytes B,"Paradis, Josée",2004,"Biology, Molecular."
34973,42056,0.8692,Molecular interaction of the CD4 and MHC class II molecules : mapping the contact sites on CD4,"Huang, Bei.",1996,"Health Sciences, Immunology."
34973,114522,0.8655,Cytotoxic NKG2C+ CD4  T cells target oligodenfrocytes in Multiple Sclerosis,"Zaguia, Fatma",2013,Health Sciences - Immunology
34935,34935,1,"Seasonal and chemical ecology of Anaphes listronoti and A. victus (Hymenoptera:Mymaridae), egg parasitoids of the carrot weevil, Listronotus oregonensis (Coleoptera:Curculionidae), in central Ontario","Cormier, Daniel.",1998,Carrot weevil -- Biological control.
34935,80244,0.8805,"Host selection behavior of the adult parasitoid Microctonus hyperodae Loan (Hymenoptera:Braconidae:Euphorinae) and the egg parasitoid Anaphes victus Huber (Hymenoptera:Mymaridae), parasitoids of the carrot weevil, Listronotus oregonensis LeConte (Coleoptera:Curculionidae)","Cournoyer, Michel, 1976-",2003,Carrot weevil -- Biological control.
34935,32764,0.7954,Determining rates of intraspecific nest parasitism in a colony of Red-breasted Mergansers (Mergus serrator) using microsatellite analysis,"Bouchard, M'Liki Jovette.",2002,Red-breasted merganser -- New Brunswick -- Reproduction.
34935,121346,0.7903,Bird and insect diversity along an urban disturbance gradient,"Barrie, Christine",2014,Biology - Entomology
34935,36055,0.7854,Biology and behaviour of the parasitoid Anagyrus kamali Moursi (Hymenoptera:Encyrtidae),"Sagarra, Laurent A.",1999,Encyrtidae.
34935,75358,0.784,Population dynamics of a host-parasitoid system with particular reference to age-structure effects,"Gordon, David M.",1987,Cadra cautella
34006,34006,1,A local economy before its transition to the market economy : a case study of a German village,"Junker, Berit.",2001,Economics -- Sociological aspects
34006,77165,0.8293,"Social, political and cultural determinants of economic activity : comparative perspectives","Mendell, Marguerite, 1947-",1983,Economics.
34006,129039,0.7824,"Development of mercantilism : a study in government intervention in trade, industry and agriculture in England and France during the sixteenth to eighteenth centuries.","Firestone, O. J.",1942,Industrial policy -- Great Britain -- History.
34006,26212,0.7797,"Foreign direct investment in Bulgaria, Czechoslovakia and Hungary : a comparative study of the current legislation","Marinov, Marin, kandidat na i︠u︡ridicheskite nauki",1994,Law.
34006,95231,0.7779,"Traditional and monetary resource sharing in an Inuit «Ilagiit»: Socioeconomic relations in Clyde River, Nunavut","Harder, Miriam",2010,Social Sciences - Geography
34006,68694,0.7759,"Reification and hegemony : the politics of culture in the writings of Georg Lukács and Antonio Gramsci, 1918-1938","Robinson, James.",1983,"Lukács, György, 1885-1971 -- Philosophy."
38193,38193,1,"Redimensioning Montreal : circulation and urban form, 1846-1918","Gilliland, Jason A.",2001,Transportation -- Québec (Province) -- Montréal -- History.
38193,39790,0.8769,"Industry and space : the making of Montreal's industrial geography, 1850-1918","Lewis, Robert David",1992,Industries -- Québec (Province) -- Montréal
38193,79277,0.8386,Preserving old buildings : adaptive use for residential purposes in Montreal,"Vujadinovic, Milenko",2002,Historic preservation -- Québec (Province) -- Montréal
38193,60442,0.8198,"The making of Westmount, Quebec 1870-1929 : a study of landscape and community construction","Bryce, John Stephen",1990,Westmount (Quebec) -- History -- 19th century.
38193,60438,0.8188,The neighborhood : a progressive presentation from the traditional to contemporary,"Ali-Zadeh Rastan, Soheil",1990,Neighborhood
38193,84521,0.8063,"Nicosia, Cyprus, 1192-1570 : architecture, topography and urban experience in a diversified capital city","Leventis, Panayiotis",2003,"Nicosia (Cyprus) -- Buildings, structures, etc."
39784,39784,1,Physical and electrochemical investigation of novel ultrathin films,"Back, Roberta",1992,"Chemistry, Physical."
39784,39267,0.8531,Investigation of electrodeposited CuInSe2 films for photovoltaic cells,"Qiu, C. X. (Xing Xing)",1991,"Engineering, Electronics and Electrical."
39784,68036,0.848,Investigation of InSb thin films prepared by a multilayer vacuum method,"Lam, Wai-Wing Malcolm",1993,"Engineering, Electronics and Electrical."
39784,85649,0.8393,Growth and dynamics of polyelectrolyte multilayer thin films,"Smith, Rashida",2005,"Chemistry, Physical."
39784,69642,0.8374,Morphologies of block polyelectrolyte aggregates at the air-water interface,"Meszaros, Caroline Michele",1993,"Chemistry, Polymer."
39784,121408,0.8365,Design and preparation of photo-reversible surfaces for light-controlled cardiac cell response,"Belliveau, Janet",2014,Chemistry - General
39401,39401,1,Theory of Ostwald ripening,"Yao, Jian Hua",1992,"Chemistry, Physical."
39401,151939,0.8535,Cinétique de Cristallisation des Polymères à Morphologie Lamellaire,"L'Heureux, Ivan",1981/08,Polymers.
39401,99187,0.8512,Reconstructing functions on phylogenetic trees,"Jetté, Migüel.",2006,Mathematics.
39401,81458,0.8474,The effect of utilizing spatial information for brain image segmentation ,"Xu, Peiheng, 1965-",2004,Statistics.
39401,86527,0.8453,Phase retrieval from x-ray intensity measurements,"Montiel, David",2010,Physics - Optics
39401,110445,0.8424,3D stochastic completion fields for mapping brain connectivity using diffusion magnetic resonance imaging,"MomayyezSiahkal, Parya",2012,Applied Sciences - Computer Science
39816,39816,1,Macroeconomic implications of sectoral policy incentives under structural adjustment : a general equilibrium analysis of sectoral terms of trade changes in the Ghanian economy,"Addison, Ernest Kwamina Yedu",1993,Ghana -- Economic policy
39816,28447,0.8673,Globalization of financial markets and the demand for international reserves : the case of the industrialized countries,"Ganguli, Alakananda",1994,Money market funds -- Reserves
39816,23416,0.8605,Economic welfare analysis of coarse grain trade under a trade liberalization policy within the Economic Community of West African States,"Nayeyo, Anita Huba",1995,Economic Community of West African States
39816,37859,0.8521,Trade and economic growth : an econometric investigation of southern Africa,"Agama, Laurie-Ann Cecilia.",2001,"Africa, Southern -- Commercial policy."
39816,38142,0.8494,The intertemporal approach to modeling the current account : evidence from Nigeria,"Adedeji, Olumuyiwa Samson.",2002,Balance of payments -- Econometric models.
39816,35952,0.8471,Three empirical essays on asymmetries in the monetary policy transmission mechanism,"Tkacz, Gregoire, 1971-",1999,Monetary policy.
39433,39433,1,"Remaking labour, reshaping identity : cotton, commoditization and the culture of modernity in northwestern Zimbabwe","Worby, Eric",1992,Cotton growing -- Zimbabwe
39433,38191,0.777,K'iche' Maya in a re-imagined world : transnational perspectives on identity,"Foxen, Patricia.",2001,Quiché Indians -- Guatemala
39433,31029,0.7656,House form and cultural identity : the case of Bedouin housing in southern Jordan,"Tarawneh, Musa.",2000,Bedouins -- Jordan -- Dwellings.
39433,103305,0.741,"Hookers, hustlers and gringos in global Brazil : the transnational political economy and cultural politics of violence, desire and suffering in the streets of Salvador da Bahia ; also including, The ghosts of empire, an ethnographic novel","Veissière, Samuel P. L.",2007,Salvador (Brazil) -- Social conditions.
39433,127178,0.7339,"""Topomorphic revolution"", power, and identity: a study of the implications of landscape transformations in modern Eastern inner Mongolia","Pratte, Anne-Sophie",2014,Literature - Asian 
39433,114509,0.7311,"Cash crops and climate shocks:  flexible livelihoods in Southeast Yunnan, China","Champalle, Clara",2013,Social Sciences - Geography 
39872,39872,1,Peter Martyr and the Rabbinic Bible in the interpretation of Lamentations,"Shute, Dan",1995,"Vermigli, Pietro Martire, 1499-1562 -- Contributions in biblical interpretation"
39872,127009,0.8098,"Pythagorean, predecessor, and Hebrew: Philo of Alexandria and the construction of Jewishness in early Christian writings","Otto, Jennifer",2014,Religion - History of 
39872,60619,0.7963,Die Konstellation des Jüdischen in Feuchtwangers Jud Süss,"Guay, Bodil",1991,"Feuchtwanger, Lion, 1884-1958. Jud Süss"
39872,31115,0.7883,R. Joseph della Reina and his damnation in the fiction of I. B. Singer,"Johnson, Kelly Scott.",2000,"Singer, Isaac Bashevis, 1904- -- Criticism and interpretation."
39872,79764,0.7854,Anti-Christian polemic in early Islam : a translation and analysis of Abū 'Uthmān 'Amr B. Baḥr al-Jāḥiẓ's risāla : Radd 'alā al-Naṣārā (a reply to the Christians),"Fletcher, Charles D. (Charles Douglas), 1962-",2002,"Jāḥiẓ, d. 868 or 9. Radd 'alá al-Naṣārá"
39872,61263,0.7847,Rabbinic exegesis of Deuteronomy 32:47 : the case for Midrash,"Ravel, Edeet.",1985,Midrash in rabbinical literature.
38083,38083,1,Measurement of inclusive production of Charmonium states at BABAR,"Milek, Marko.",2001,"Physics, Elementary Particles and High Energy."
38083,34913,0.8467,Investigation of semileptonic B meson decays to p-wave charm mesons,"Bellerive, Alain.",1997,"Physics, Elementary Particles and High Energy."
38083,36617,0.839,Search for charmed meson-Pion continuum production in Semileptonic B decays at CLEO II,"Janicek, René.",2000,"Physics, Elementary Particles and High Energy."
38083,98780,0.8379,"Measurement of the inclusive cross section of p°, f₀(980) and f₂(1270) mesons in deep inelastic scattering at HERA","Robichaud-Véronneau, Andrée.",2005,"Physics, Elementary Particles and High Energy."
38083,40425,0.8126,A partonic treatment of the inclusive and exclusive semileptonic decays of heavy mesons,"Phipps, Martin.",1996,"Physics, Elementary Particles and High Energy."
38083,80278,0.8105,Study of Ds photoproduction at HERA,"Gliga, Sebastian",2003,"Physics, Elementary Particles and High Energy."
38197,38197,1,Testing the effectiveness of problem-based learning with learning disabled students in biology,"Guerrera, Claudia P.",2002,Learning disabled teenagers.
38197,33284,0.8915,Examining the effectiveness of grand round scenarios using BioWorld : does real-world practice improve real-world learning?,"Espinosa, Maria Rowena.",2000,Case-based reasoning.
38197,23213,0.8912,Testing the effectiveness of problem-based learning through problem generation and problem solving with high school biology students,"Guerrera, Claudia P.",1995,Biology -- Study and teaching (Secondary)
38197,121415,0.8689,Can the use of cognitive and metacognitive self-regulated learning strategies be predicted by learners' levels of prior knowledge in Hypermedia-learning environments?,"Taub, Michelle",2014,Education - Psychology 
38197,100325,0.8666,Physics students' approaches to learning and cognitive processes in solving physics problems,"Bouchard, Josée.",2005,Physics -- Study and teaching (Higher)
38197,36890,0.864,The impact of three instructional modes of computer tutoring on student learning in algebra ,"Chen, Mei, 1962-",2000,Algebra -- Study and teaching (Secondary) -- Data processing.
39428,39428,1,Vesicular-arbuscular mycorrhizae and base cation fertilization in sugar maple (Acer saccharum marsh L.),"Cooke, Margaret Anne",1992,Vesicular-arbuscular mycorrhizas.
39428,30764,0.8579,Low temperature and soil disturbance effects on winter survival and vigour in spring of arbuscular mycorrhiza fungus,"Wang, Baoling, 1965-",1999,Vesicular-arbuscular mycorrhizas -- Effect of cold on.
39428,36820,0.851,Mycorrhizal symbiosis and nutrient uptake in new maize hybrids with contrasting phenotypes as influenced by soil phosphorus level,"Liu, Aiguo, 1949-",2000,Mycorrhizal fungi.
39428,42063,0.8346,Dynamics of mycorrhizal association in corn (Zea mays L.) : influence of tillage and manure,"Kabir, Md. Zahangir.",1997,Plant-fungus relationships.
39428,68628,0.8325,"Identification of ""nodule-specific"" plant proteins (nodulins) from soybean root nodules","Legocki, Roman Przemyslaw.",1982,Plant proteins.
39428,109766,0.8324,"Studies on the isolation, purification, and determination of enzymes in succulent plants.","Coles, Clifford. H.",1954,Botany.
39744,39744,1,Persistent proliferation of smooth muscle cells cultured from rabbit aorta following endothelial injury accompanied by enhanced biosynthesis of proteoglycan and collagen,"Li, Zhihe.",1993,"Biology, Cell."
39744,112639,0.8968,The cytoprotective role of Ras signaling in glomerular epithelial cell injury ,"Huynh, Carl.",2007,Kidney Glomerulus -- metabolism.
39744,86732,0.8778,The role of C-C chemokine receptor 1 in skeletal muscle regeneration,"Yim, Hoi Wing",2010,Health Sciences - Medicine and Surgery
39744,98529,0.8736,The role of Rho GTPases in complement-mediated glomerular epithelial cell injury ,"Zhang, Hui, 1971-",2005,"Biology, Animal Physiology."
39744,111938,0.866,Elastin in zebrafish and mice,"Bhanji, Tania.",2007,Elastin.
39744,110368,0.8643,The phosphoproteome network of the PGE2EP axis: Extrapolation towards an Antifibrotic Machinery,"Gerarduzzi, Casimiro",2012,Biology - Molecular
39748,39748,1,Economic optimization of mineral development and extraction,"Park, Yearn Hong",1992,"Economics, General."
39748,123326,0.8408,Effects of price and geological uncertainty over the life of mine and iltimate pit limit,"Del Castillo, Maria",2014,Engineering - Mining
39748,130275,0.838,"Stochastic long-term production scheduling of the LabMag iron ore deposit in Labrador, Canada","Spleit, Michael",2015,Engineering - Mining
39748,143729,0.8242,Dig-limit optimization in open pit mines through genetic algorithms,"Ramirez Ruiseco, Julian",2016,Mining and Materials
39748,127845,0.8234,Optimisation of mine capacity and cut-off grade under conditions of uncertainty,"Mascall, Graham F.",1973,Mining Engineering.
39748,130634,0.822,Application of efficient frameworks for joint simulation of multi-element mineral deposits and stochastic optimization of open pit mine production scheduling,"De Freitas Silva, Mario",2014,Engineering - Mining
39764,39764,1,Theory of the labor-managed firm : the Yugoslavian case,"Novkovic, Sonja",1992,Employee ownership -- Yugoslavia
39764,34696,0.8669,Inter-industry wage differentials and the role of workers' concern for equity,"Barnard, G. A. (Geoffrey Alan)",1997,Wage differentials -- Canada.
39764,38168,0.8322,Privatization and its labor consequences in developing countries : a case study of the Brazilian banking industry privatization process,"Chapoval, Iêda.",2001,Banks and banking -- Brazil
39764,68692,0.8226,Unemployment in Jamaica : an analysis of the relation between the demand for labour and the distribution of income,"Brown, Adlith, 1939-",1982,Unemployed -- Jamaica.
39764,23435,0.8226,The effect of economic integration on endogenous economic growth,"Yin, Xiaopeng, 1963-",1995,Economic development.
39764,77100,0.8202,La sécurité du revenue au Canada : une analyse économique de l'avènement de l'Etat-Providence,"Bellemare, Diane",1981,Income -- Canada.
39382,39382,1,The kinetics of rapid crystallization of metallic glasses,"Brauer, Stephan F.",1992,"Chemistry, Physical."
39382,126945,0.887,"Radio-frequency pulse compression for high-brightness ultrafast electron diffraction: design, characterization and application","Chatelain, Robert",2014,Physics - Solid State
39382,125286,0.8702,The microwave absorption of methylene chloride.,"Turner, Terry Earle. ",1948,Physics. 
39382,40798,0.8648,Magnetic lens design for an ultrafast electron diffraction beamline,"Ghunaim, Thana",2009,Physics - General
39382,39334,0.8647,A time resolved x-ray study of spinodal decomposition in aluminium-zinc,"Mainville, Jacques",1992,"Physics, Condensed Matter."
39382,111943,0.8643,RF compression of electron bunches applied to ultrafast electron diffraction,"Chatelain, Robert P., 1982-",2008,Radio frequency.
39396,39396,1,The synthesis of highly oxygenated decalin compounds,"Guertin, Kevin Richard",1992,"Chemistry, Organic."
39396,39324,0.9204,"The synthesis and biological activity of angularly functionalized decalin compounds against the spruce budworm, choristoneura fumiferana","Schwerdtfeger, Annette Elisabeth",1992,"Chemistry, Organic."
39396,39888,0.9044,A dinuclear approach to phosphate diester hydrolysis,"Wahnon, Daphne C.",1995,"Chemistry, Organic."
39396,74541,0.8929,The chiroptical properties of specifically substituted cellulose derivatives ,"Harkness, Brian Robert",1990,"Chemistry, Organic."
39396,71909,0.8911,"Synthetic studies with 2,5-dimethoxytetrahydrofuran and related compounds","Lee, Seung Dal.",1983,"2, 5- dimethoxytetrahydrofuran."
39396,68618,0.8874,"The synthesis of 8R, 11R, 15 (R and S)-trihydroxy-9S, 12S-oxyeicosa-5Z, 13E-dienoic acids and related compounds ","Oh, Hunseung, 1946-",1981,Prostaglandins.
38087,38087,1,Role of circulating (pro)renin in tissues : in vivo studies on transgenic mouse models,"Prescott, Gary.",2001,"Biology, Molecular."
38087,143809,0.8997,TPD52: functional elucidation of a novel lipid droplet binding protein in human hepatocytes,"Feng, Shi Bo",2016,Biochemistry
38087,130600,0.8972,The unique biology of renin-producing cells,"Xa, Khien",2015,Biology - General
38087,145439,0.8963,Using non-synonymous single nucleotide polymorphic variants of the human angiotensin II type 1 receptor to characterize biased signalling signatures of heterotrimeric G proteins and B-arrestin,"Kumar, Sahil",2017,Medicine
38087,36018,0.8855,Mechanisms of leukotriene C4 synthase regulation,"Gupta, Namrata.",1999,"Health Sciences, Pharmacology."
38087,116870,0.8842,Pertinence of apolipoprotein C-I in human adipose tissue,"Wassef, Hanny",2013,Health Sciences - Medicine and Surgery 
38143,38143,1,Separation and structural characterization of alpha-lactalbumin and beta-lactoglobulin from whey products,"Alomirah, Husam Fahd.",2002,Whey products.
38143,28994,0.9072,Thermodynamic and structural properties related to the gelation of whey proteins,"Boye, Joyce Irene Ashami",1995,Whey products.
38143,97061,0.8968,"An investigation of effects of microwave treatment on the structure, enzymatic hydrolysis and nutraceutical properties of ß-lactoglobulin ","Gomaa, Ahmed",2011,Agriculture - Food Science and Technology
38143,123309,0.8914,Effect of temperatureethanol on the secondary structure of bovine Apo Alpha-Lactalbumin investigated by FTIR2D IR correlation spectoscropy,"Singh, Amandeep",2014,Agriculture - Food Science and Technology
38143,135483,0.8651,FTIR investigations of whey protein interactions in relation to model food systems,"Valtierra Rodriguez, Diana",2015,Food Science and Agricultural Chemistry
38143,143999,0.8644,Development of zein protein-based hydrogels and aerogels having potentials as heavy metal ion chelators and diesel fuel absorbents,"Ni, Na",2016,Bioresource Engineering
39950,39950,1,Computer modeling of intergranular fracture in textured materials,"Lu, Jian, 1964-",1995,"Engineering, Mechanical."
39950,121089,0.903,Mathematical modelling of an exothermic pressure leaching process,"Papangelakis, Vladimiros George",1990,Mathematics.
39950,110687,0.8901,Development of a funtional magnetic resonance imaging simulator: deterministic simulation of the transverse magnetization in microvasulature,"Berman, Avery",2012,Biophysics - Medical
39950,66953,0.8854,"Critical analysis of multiple-points statistics methods in the stochastic simulation of geology at Fox Kimberlitic Diamond Pipe located on the Ekati Property, North West Territories","Robles-Stefoni, Lucia",2009,Engineering - Mining
39950,39776,0.8846,Simulation studies of cubic crystal interfaces : instabilities and transitions,"Jürgenson, Loki Michael",1992,"Physics, Condensed Matter."
39950,23430,0.8792,Precision ion optics of axisymmetric electric systems,"Varfalvy, Peter",1995,"Physics, Atomic."
38091,38091,1,Sensory and autonomic innervation of the skin of the rat lower lip,"Ruocco, Isabella.",2001,"Health Sciences, Pharmacology."
38091,39355,0.8923,An in vitro study on the role of excitatory amino-acid receptors in normal and epileptic neocortices,"Hwa, Granger G. C. (Guo-Chiang)",1992,"Biology, Neuroscience."
38091,71890,0.8818,Pharmacological and biochemical characterization of alpha1 adrenoceptor in rat liver,"Kan, Wai Ho.",1983,"Health Sciences, Pharmacology."
38091,41278,0.8804,"Glucocorticoid receptors in the adrenal medulla : characterization, regulation and function","Betito, Katia",1993,"Health Sciences, Pharmacology."
38091,143947,0.8799,Functional and structural analyses of «Schistosoma mansoni» nicotinic acetylcholine receptors,"Ivanov, Nikita",2016,Parasitology
38091,111869,0.8786,Roles of insulin-like growth factor-I and muscarinic receptors in the regulation of oligodendrocyte progenitor survival and proliferation,"Cui, Qiao-Ling, 1963-",2006,"Health Sciences, Pharmacology."
39826,39826,1,The evolutionary ecology of parasitism in relation to recombination in a neotropical community of anurans,"Chandler, Mark",1993,Anura -- Parasites -- Amazon River Region
39826,146842,0.816,Natural history of host-parasite interactions in an invaded community,"Frankel Vilches, Victor",2017,Biology
39826,103174,0.8159,Involvement of tyrosine phosphatases in Leishmania differentiation and virulence,"Nascimento, Mirna G.",2007,"Biology, Molecular."
39826,75358,0.8151,Population dynamics of a host-parasitoid system with particular reference to age-structure effects,"Gordon, David M.",1987,Cadra cautella
39826,132580,0.812,Regulation of RNA metabolism by ARE-binding proteins in «Trypanosoma brucei»,"Lu, Zhiquan",2015,Biology - Parasitology
39826,18715,0.8032,Proteomics analysis of the endoplasmic reticulum and Golgi apparatus,"Gilchrist, Annalyn",2008,Biology - Cell
39806,39806,1,"Health locus of control and HIV : a study of beliefs, attitudes, and high-risk behaviours among homosexual men attending a general medical clinic","Deitcher, Rebecca Ulman",1993,AIDS (Disease) -- Patients
39806,148365,0.8645,Measurement error and non-random sampling: addressing biases when studying the association between behavioural characteristics and HIV phylogenetic cluster size,"Parveen, Nabila",2017,Epidemiology and Biostatistics
39806,104518,0.8404,Natural killer cells in HIV infected slow progressors,"Kamya, Nabukenya",2011,Health Sciences - Immunology
39806,42059,0.8392,Psychosocial variables as predictors of psychological distress and well-being in gay men with HIV and AIDS,"Igreja, Isabel.",1996,AIDS (Disease) -- Patients -- Mental health.
39806,61276,0.8355,Investigating the efficacy of coping styles of men with HIV infection,"Bensoussan, Stephane",1992,Adjustment (Psychology)
39806,18296,0.8337,"Asking the inconceivable? Physician-patient conflict regarding the utilization of assisted reproductive technologies(ARTs) by HIV-seropositive couples: medical, ethical and legal considerations","Lentz, Vanessa",2007,Health Sciences - Medicine and Surgery
39776,39776,1,Simulation studies of cubic crystal interfaces : instabilities and transitions,"Jürgenson, Loki Michael",1992,"Physics, Condensed Matter."
39776,33346,0.901,Computational modelling of solid-liquid phase change with applications to continuous casting,"Sinton, David A.",2000,"Engineering, Mechanical."
39776,41712,0.8904,Kalman filtering of Burgers' equation and its application to atmospheric data assimilation,"Ménard, Richard",1994,"Physics, Atmospheric Science."
39776,35924,0.8902,Numerical studies of Ising models defined on a random lattice as applied to the phase behaviour of lipid bilayer systems,"Nielsen, Morten.",1998,"Biophysics, General."
39776,56667,0.8902,Theoretical study of models for driven interface dynamics,"Govind, Niranjan",1992,"Physics, Condensed Matter."
39776,66830,0.889,A non-linear frequency domain method for the simulation of periodic unsteady viscous flows for overset meshes,"Soucy, Olivier",2009,Engineering - Mechanical
38483,38483,1,Molecular mechanisms of estrogen receptor signaling,"Eng, Frank Chung Sing, 1972-",2001,"Biology, Animal Physiology."
38483,20252,0.895,Novel androgen receptor-protein interactions as possible contributors to the pathogenesis of spinal and bulbar muscular atrophy,"De Tourreil, Sunita.",1997,Androgens -- Receptors.
38483,86701,0.8937,Transcriptional regulation by the estrogen-related receptors,"Tremblay, Annie",2010,Biology - Molecular
38483,74292,0.8926,Cloning and expression of the rat and human prolactin receptors,"Boutin, Jean-Marie",1989,"Biology, Molecular."
38483,42065,0.8872,Functional analysis of the human androgen receptor using synthetic and naturally occurring mutations,"Kazemi-Esfarjani, Parsa.",1996,Androgens -- Receptors.
38483,21918,0.8866,The effect of the polyglutamine expansion of the Androgen Receptor on the ubiquitin proteasome system for protein degradation,"Scanlon, Thomas Carr",2008,Biology - Molecular
39454,39454,1,Developmental control of voltage-gated potassium currents on postnatal rat peripheral neurons,"McFarlane, Sarah",1992,"Biology, Molecular."
39454,41186,0.8377,An electrophysiological investigation of monosialoganglioside in the mammalian central nervous system,"Miu, Peter",1992,"Biology, Neuroscience."
39454,39355,0.8344,An in vitro study on the role of excitatory amino-acid receptors in normal and epileptic neocortices,"Hwa, Granger G. C. (Guo-Chiang)",1992,"Biology, Neuroscience."
39454,80321,0.8306,Sodium channel mutations causing epilepsy,"Loukas, Andrew",2003,"Biology, Neuroscience."
39454,35916,0.83,Synaptic organization of the neurokinin system in the sensory spinal cord,"McLeod, Amber L.",1999,"Biology, Neuroscience."
39454,75692,0.8232,Roles of substance P in the mediation or modulation of a nociceptive reflex in the rat,"Cridland, Ruth Anne",1987,"Biology, Animal Physiology."
40006,40006,1,On the time and force dependence of antigen-antibody mediated cell adhesion,"Tees, David",1995,"Biology, Cell."
40006,36643,0.8554,Peroxide value and trans analyses by Fourier transform infrared (FTIR) spectroscopy,"Ma, Kangming, 1965-",2000,"Oils and fats, Edible -- Analysis."
40006,68206,0.8429,Chloride channels in epithelia,"Low, Wendy",1993,"Biology, Animal Physiology."
40006,40383,0.8355,"Regulation, expression and cloning of mammalian amino acid transporter","Lin, Guorong",1996,"Biology, Molecular."
40006,38174,0.8335,Two distinct outward K+ conductances are simultaneously activated in TBY-2 suspension culture protoplasts,"Crotty, Christopher M.",2001,Potassium channels.
40006,129518,0.8303,Studies on the ligand-binding protein and other components of Z-fraction.,"Warner, Margaret.",1976,Pharmacology and Therapeutics.
38256,38256,1,On the nature of intra-clausal relations : a study of copular sentences in Russian and Italian,"Pereltsvaig, Asya.",2001,Russian language -- Syntax
